eid,b1_mctype,b2_mctype,b1tau_mctype,b2tau_mctype
612,Dstarstar_res,Had,NoTau,NoTau
613,Had,Dstarl,NoTau,NoTau
614,Had,Dstarstar_res,NoTau,NoTau
615,Dstarstar_res,Dstarl,tau_e,NoTau
616,Had,Had,NoTau,NoTau
617,Dl,Had,NoTau,NoTau
618,Had,Had,NoTau,NoTau
619,Dstarstar_res,Dstarl,NoTau,NoTau
620,Had,Dstarl,NoTau,NoTau
621,Had,Had,NoTau,NoTau
622,Dstarstar_res,Dstarl,NoTau,NoTau
623,Dstarl,Had,NoTau,NoTau
624,Dstarl,Dl,NoTau,NoTau
625,Dstarl,Dstarl,NoTau,NoTau
626,Dstarl,Had,NoTau,NoTau
627,Dstarl,Dl,NoTau,NoTau
628,Dl,Had,NoTau,NoTau
629,Had,Had,NoTau,NoTau
630,Dstarl,Dl,NoTau,NoTau
631,Dl,Dstarl,NoTau,NoTau
632,Dstarl,Dstarl,NoTau,NoTau
633,Dl,Had,NoTau,NoTau
634,Had,Dstarl,NoTau,NoTau
635,Dstarl,Had,NoTau,NoTau
636,Had,Dstarl,NoTau,NoTau
637,Dstarl,Had,NoTau,NoTau
638,Had,Dstartau,NoTau,tau_e
639,Dstarl,Dstarl,NoTau,NoTau
640,Dl,Had,NoTau,NoTau
641,Had,Dstartau,NoTau,tau_h
642,Dstarstar_res,Dl,NoTau,NoTau
643,Had,Dstarstar_res,NoTau,NoTau
644,Had,Dstarl,NoTau,NoTau
645,Had,Dl,NoTau,NoTau
646,Dl,Dstarl,NoTau,NoTau
647,Dl,Dstarstar_res,NoTau,NoTau
648,Had,Had,NoTau,NoTau
649,Dstarl,Dstarl,NoTau,NoTau
650,Dl,Dstarl,NoTau,NoTau
651,Had,Dstarl,NoTau,NoTau
652,Dstarl,Had,NoTau,NoTau
653,Had,SL,NoTau,NoTau
654,Had,Dstarstar_nonres,NoTau,NoTau
655,Dl,Had,NoTau,NoTau
656,Had,Dstarl,NoTau,NoTau
657,Dstarl,Dl,NoTau,NoTau
658,Had,Had,NoTau,NoTau
659,Had,Had,NoTau,NoTau
660,Dstarstar_res,Had,NoTau,NoTau
661,Had,Had,NoTau,NoTau
662,Dstarl,Dl,NoTau,NoTau
663,Dstarstar_nonres,Had,NoTau,NoTau
664,Dl,Dstarl,NoTau,NoTau
665,Had,Dstarl,NoTau,NoTau
666,Had,Dstarl,NoTau,NoTau
667,Dstarl,Dstarl,NoTau,NoTau
668,Had,Dstarl,NoTau,NoTau
669,Had,Dstarstar_res,NoTau,NoTau
670,Dstarstar_res,Dl,tau_h,NoTau
671,Dstarl,Had,NoTau,NoTau
672,Dstarstar_res,Had,NoTau,NoTau
673,Had,Dtau,NoTau,tau_e
674,Dl,Had,NoTau,NoTau
675,Dstarl,Dstarl,NoTau,NoTau
676,Had,Dstarl,NoTau,NoTau
677,Dstarl,Dl,NoTau,NoTau
678,Dstarstar_res,Dstarl,NoTau,NoTau
679,Had,Dl,NoTau,NoTau
680,Dstarstar_nonres,Dstarl,NoTau,NoTau
681,Had,Dl,NoTau,NoTau
682,Had,Dl,NoTau,NoTau
683,Dstarstar_res,Had,NoTau,NoTau
684,Dl,Had,NoTau,NoTau
685,Had,Dl,NoTau,NoTau
686,Dtau,Dl,tau_e,NoTau
687,Dstarl,Dstarstar_nonres,NoTau,NoTau
688,Dstarl,Dstarl,NoTau,NoTau
689,Had,Had,NoTau,NoTau
690,Dstarl,Had,NoTau,NoTau
691,Dstarl,Dstarl,NoTau,NoTau
692,Dstarl,Dstarl,NoTau,NoTau
693,Dstarl,Had,NoTau,NoTau
694,Dstarl,Had,NoTau,NoTau
695,Dstarl,Had,NoTau,NoTau
696,Dstarl,Had,NoTau,NoTau
697,Had,Dl,NoTau,NoTau
698,Had,Dl,NoTau,NoTau
699,Dstarl,Had,NoTau,NoTau
700,Dstarl,Had,NoTau,NoTau
701,Dstarstar_res,Dstarstar_res,NoTau,NoTau
702,Had,Dstarl,NoTau,NoTau
703,Dl,Had,NoTau,NoTau
704,Dstarl,Dl,NoTau,NoTau
705,Dstarstar_res,Dstarstar_res,NoTau,tau_mu
706,Dstarl,Dl,NoTau,NoTau
707,Dstarl,Had,NoTau,NoTau
708,Dstarstar_res,Dstarstar_res,NoTau,NoTau
709,Had,Dl,NoTau,NoTau
710,Had,Dstarl,NoTau,NoTau
711,Had,Dstarstar_res,NoTau,NoTau
712,Had,Dstarl,NoTau,NoTau
713,Dl,Dstarl,NoTau,NoTau
714,Dstarstar_res,Dl,NoTau,NoTau
715,Dstarl,Had,NoTau,NoTau
716,Dstarl,Dstarstar_res,NoTau,NoTau
717,Dstarl,Had,NoTau,NoTau
718,Had,Dstarl,NoTau,NoTau
719,Dstarl,Dstarl,NoTau,NoTau
720,Dl,Had,NoTau,NoTau
721,Dstarl,Dstarstar_res,NoTau,NoTau
722,Dstarl,Dstarl,NoTau,NoTau
723,Dstartau,Dstarl,tau_mu,NoTau
724,Had,Dl,NoTau,NoTau
725,Had,Dstarstar_res,NoTau,NoTau
726,Dstarl,Dl,NoTau,NoTau
727,Dstarstar_res,Had,NoTau,NoTau
728,Dstarstar_res,Dstarstar_res,NoTau,NoTau
729,Had,Dstarstar_res,NoTau,NoTau
730,Dstarstar_res,Had,NoTau,NoTau
731,Had,Dstarl,NoTau,NoTau
732,Had,Dstarstar_res,NoTau,NoTau
733,Had,Had,NoTau,NoTau
734,Dl,Dstarl,NoTau,NoTau
735,Had,Had,NoTau,NoTau
736,Dstarl,Dstarl,NoTau,NoTau
737,Dl,Had,NoTau,NoTau
738,Dstarl,Dstarstar_res,NoTau,NoTau
739,Dstarstar_res,Dl,NoTau,NoTau
740,Dstarl,Dstarl,NoTau,NoTau
741,Had,Had,NoTau,NoTau
742,Dstarl,Had,NoTau,NoTau
743,Dstarl,Dstarstar_res,NoTau,NoTau
744,Dl,Had,NoTau,NoTau
745,Dl,Had,NoTau,NoTau
746,Dl,Had,NoTau,NoTau
747,Dstarstar_res,Had,NoTau,NoTau
748,Dstarl,Had,NoTau,NoTau
749,Dstarl,Had,NoTau,NoTau
750,Dstarl,Dstarl,NoTau,NoTau
751,Had,Had,NoTau,NoTau
752,Had,Dstarl,NoTau,NoTau
753,Dstarstar_res,Dstarl,NoTau,NoTau
754,Had,Dstarl,NoTau,NoTau
755,Dstarl,Had,NoTau,NoTau
756,Dstarl,Dstarstar_res,NoTau,NoTau
757,Dstarl,Had,NoTau,NoTau
758,Dl,Dl,NoTau,NoTau
759,Dstarl,Dstarl,NoTau,NoTau
760,Dstarl,Had,NoTau,NoTau
761,Dstarl,Dstarstar_res,NoTau,NoTau
762,Had,Dstarstar_res,NoTau,NoTau
763,Had,Dstarl,NoTau,NoTau
764,Had,Had,NoTau,NoTau
765,Dstarstar_res,Dl,NoTau,NoTau
766,Dstarl,Had,NoTau,NoTau
767,Dstarl,Had,NoTau,NoTau
768,Had,Dl,NoTau,NoTau
769,Dstarl,Had,NoTau,NoTau
770,Dstarl,Dstarl,NoTau,NoTau
771,Had,Dstarl,NoTau,NoTau
772,Dl,Dstartau,NoTau,tau_h
773,Had,Dstarl,NoTau,NoTau
774,Had,Had,NoTau,NoTau
775,Dstarstar_res,Dstarl,NoTau,NoTau
776,Dl,Dstartau,NoTau,tau_h
777,Had,Dstartau,NoTau,tau_h
778,Dstarstar_res,Had,NoTau,NoTau
779,Dstartau,Dstarl,tau_e,NoTau
780,Had,Dstarl,NoTau,NoTau
781,Had,Dstarl,NoTau,NoTau
782,Dstarl,Dstarl,NoTau,NoTau
783,Had,Dstarstar_nonres,NoTau,NoTau
784,Had,Dstarl,NoTau,NoTau
785,Dstarl,Had,NoTau,NoTau
786,Dstarl,Dstarl,NoTau,NoTau
787,Had,Dstarstar_nonres,NoTau,NoTau
788,Had,Dstarl,NoTau,NoTau
789,Had,Dstarl,NoTau,NoTau
790,Had,Had,NoTau,NoTau
791,Had,Dstarl,NoTau,NoTau
792,Dl,Dstarl,NoTau,NoTau
793,Dstarstar_res,Dstarl,NoTau,NoTau
794,Dl,Dstarstar_res,NoTau,NoTau
795,Had,Had,NoTau,NoTau
796,Had,Had,NoTau,NoTau
797,Dstarstar_res,Dstarl,NoTau,NoTau
798,Dstarstar_res,Had,NoTau,NoTau
799,Had,Dstarl,NoTau,NoTau
800,Had,Dstarl,NoTau,NoTau
801,Dstarl,Had,NoTau,NoTau
802,Dstarl,Dstarstar_res,NoTau,tau_h
803,Dstarstar_nonres,Had,NoTau,NoTau
804,Dstarl,Dstarstar_res,NoTau,NoTau
805,Dstarl,Had,NoTau,NoTau
806,Had,Dstarl,NoTau,NoTau
807,Dl,Had,NoTau,NoTau
808,Dstarstar_nonres,Had,NoTau,NoTau
809,Had,Dstarl,NoTau,NoTau
810,Dstarstar_res,Dstarstar_res,NoTau,NoTau
811,Dstarl,Dstarstar_nonres,NoTau,NoTau
812,Dstarl,Dstarstar_res,NoTau,NoTau
813,Dstarl,Dstarl,NoTau,NoTau
814,Had,Dstarl,NoTau,NoTau
815,Dstarstar_res,Dstarl,NoTau,NoTau
816,Had,Dstarl,NoTau,NoTau
817,Dstarl,Dl,NoTau,NoTau
818,Dl,Dstarl,NoTau,NoTau
819,Dstarl,Had,NoTau,NoTau
820,Dstarstar_nonres,Dl,NoTau,NoTau
821,Dstarstar_res,Had,tau_h,NoTau
822,Had,Dstarl,NoTau,NoTau
823,Dstarl,Dstarl,NoTau,NoTau
824,Dstarstar_nonres,Had,NoTau,NoTau
825,Dstarstar_res,Dl,NoTau,NoTau
826,Dstarl,Dstartau,NoTau,tau_h
827,Had,Dstarl,NoTau,NoTau
828,Had,Dstarl,NoTau,NoTau
829,Had,Had,NoTau,NoTau
830,Dstarl,Dstarl,NoTau,NoTau
831,Dl,Dstarl,NoTau,NoTau
832,Dstarl,Dstarl,NoTau,NoTau
833,Had,Dstarl,NoTau,NoTau
834,Dstarl,Dstarstar_res,NoTau,NoTau
835,Dstarl,Had,NoTau,NoTau
836,Dstarl,Dstarstar_res,NoTau,NoTau
837,Dstarstar_res,Had,NoTau,NoTau
838,Had,Dl,NoTau,NoTau
839,Had,Dstarl,NoTau,NoTau
840,Dstarstar_res,Dstarl,NoTau,NoTau
841,Dstarl,Dstarl,NoTau,NoTau
842,Dstarstar_res,Dl,NoTau,NoTau
843,Dstarl,Had,NoTau,NoTau
844,Had,Had,NoTau,NoTau
845,Dl,Dstarstar_nonres,NoTau,NoTau
846,Dl,Dstarl,NoTau,NoTau
847,SL,Dstarstar_res,NoTau,NoTau
848,Dstarl,Dl,NoTau,NoTau
849,Dstarl,Had,NoTau,NoTau
850,Had,Dstarstar_res,NoTau,NoTau
851,Had,Had,NoTau,NoTau
852,Dstarl,Had,NoTau,NoTau
853,Dstarl,Had,NoTau,NoTau
854,Had,Dstarl,NoTau,NoTau
855,Dstarl,Had,NoTau,NoTau
856,Dstarstar_res,Dtau,NoTau,tau_e
857,Had,Dl,NoTau,NoTau
858,Dstarstar_res,Dstarl,NoTau,NoTau
859,Dl,Dstarl,NoTau,NoTau
860,Dstarstar_res,Had,NoTau,NoTau
861,Had,Dstarl,NoTau,NoTau
862,Dstarstar_res,Dstarstar_res,NoTau,NoTau
863,Dstarl,Dstarstar_res,NoTau,NoTau
864,Had,Dstarl,NoTau,NoTau
865,Dstarstar_res,Dstarl,NoTau,NoTau
866,Had,Dstarl,NoTau,NoTau
867,Dstarl,Dstarl,NoTau,NoTau
868,Dstarl,Dstarl,NoTau,NoTau
869,Dl,Dstarl,NoTau,NoTau
870,Dtau,Had,tau_h,NoTau
871,Had,Had,NoTau,NoTau
872,Dstarstar_res,Dstarl,NoTau,NoTau
873,Dstartau,Had,tau_h,NoTau
874,Had,Dstarl,NoTau,NoTau
875,Had,Dstarl,NoTau,NoTau
876,Dl,Dstarl,NoTau,NoTau
877,Had,Dstarl,NoTau,NoTau
878,Had,Dstarl,NoTau,NoTau
879,Dstarstar_res,Dl,NoTau,NoTau
880,Dstarl,Had,NoTau,NoTau
881,Had,Dstarl,NoTau,NoTau
882,Dl,Had,NoTau,NoTau
883,Dstarl,Dstarstar_res,NoTau,NoTau
884,Had,Dl,NoTau,NoTau
885,Dl,Had,NoTau,NoTau
886,Had,Dstarstar_nonres,NoTau,NoTau
887,Dstarstar_nonres,Dtau,NoTau,tau_h
888,Dstarl,Had,NoTau,NoTau
889,Dl,Dstarl,NoTau,NoTau
890,Dstarl,Had,NoTau,NoTau
891,Had,Had,NoTau,NoTau
892,Dstarl,Dl,NoTau,NoTau
893,Dstarstar_res,Dstarl,NoTau,NoTau
894,SL,Dstarl,NoTau,NoTau
895,Dstarl,Had,NoTau,NoTau
896,Had,Dstarl,NoTau,NoTau
897,Dl,Dstarstar_res,NoTau,NoTau
898,Dstarl,Had,NoTau,NoTau
899,Dstarl,Dstartau,NoTau,tau_mu
900,Dstarl,Dstarstar_res,NoTau,NoTau
901,Had,Dstarstar_res,NoTau,NoTau
902,Dstarl,Dstarstar_res,NoTau,NoTau
903,Had,Had,NoTau,NoTau
904,Had,Had,NoTau,NoTau
905,Dstarl,Dstarstar_res,NoTau,NoTau
906,Had,Dstarl,NoTau,NoTau
907,Had,Dstarl,NoTau,NoTau
908,Dstarl,Had,NoTau,NoTau
909,Had,Had,NoTau,NoTau
910,Dstarstar_res,Had,NoTau,NoTau
911,Dstarstar_res,Dstartau,NoTau,tau_mu
912,Dstarl,Dstarl,NoTau,NoTau
913,Dstarstar_nonres,Dstartau,NoTau,tau_e
914,Had,Dstarl,NoTau,NoTau
915,Dstarstar_res,Had,NoTau,NoTau
916,Had,Dstarstar_res,NoTau,tau_mu
917,Had,Dstarl,NoTau,NoTau
918,Had,Dstarl,NoTau,NoTau
919,Dstarl,Dstarl,NoTau,NoTau
920,Dl,SL,NoTau,NoTau
921,Dstarstar_res,Dstarl,NoTau,NoTau
922,Had,Had,NoTau,NoTau
923,Dstarstar_res,Had,NoTau,NoTau
924,Dl,Dstarstar_res,NoTau,tau_e
925,Had,Dstarstar_res,NoTau,NoTau
926,Had,Dl,NoTau,NoTau
927,Dl,Dstarstar_res,NoTau,NoTau
928,Had,Dstarl,NoTau,NoTau
929,Dl,Had,NoTau,NoTau
930,Had,Dstarl,NoTau,NoTau
931,Dstarl,Dstarl,NoTau,NoTau
932,Dstarstar_nonres,Had,NoTau,NoTau
933,Dl,Had,NoTau,NoTau
934,Dl,Dstarstar_res,NoTau,NoTau
935,Dl,Dl,NoTau,NoTau
936,Had,Dl,NoTau,NoTau
937,Dstarstar_nonres,Dstarl,NoTau,NoTau
938,Had,Dstarstar_nonres,NoTau,NoTau
939,Dstarstar_res,Dstarstar_res,NoTau,NoTau
940,Dstarl,Dstarl,NoTau,NoTau
941,Dstarl,Had,NoTau,NoTau
942,Dstarl,Had,NoTau,NoTau
943,Dstarl,Had,NoTau,NoTau
944,Dstarstar_res,Dstarl,NoTau,NoTau
945,Dl,Dstarl,NoTau,NoTau
946,Dstarstar_res,Had,NoTau,NoTau
947,Dstarl,Dl,NoTau,NoTau
948,Dstarl,Dstarl,NoTau,NoTau
949,Dstarstar_res,Dstarl,NoTau,NoTau
950,Had,Had,NoTau,NoTau
951,Dstarl,Dstarl,NoTau,NoTau
952,Dstarstar_res,Dl,NoTau,NoTau
953,Dstarl,Had,NoTau,NoTau
954,Dstarl,Dstarl,NoTau,NoTau
955,Dstarl,Dstarstar_res,NoTau,NoTau
956,Dstarl,Dstarl,NoTau,NoTau
957,Dl,Dstarl,NoTau,NoTau
958,Dstarstar_res,Had,NoTau,NoTau
959,Had,Dstarl,NoTau,NoTau
960,Dstarl,Dl,NoTau,NoTau
961,Dstarl,Dstarl,NoTau,NoTau
962,Had,Dstarstar_res,NoTau,NoTau
963,Dstarl,Dstarstar_res,NoTau,NoTau
964,Dl,Had,NoTau,NoTau
965,Dstarstar_res,Had,NoTau,NoTau
966,Had,Had,NoTau,NoTau
967,Dstarstar_res,Dl,NoTau,NoTau
968,Dstarstar_res,Had,NoTau,NoTau
969,Dl,Had,NoTau,NoTau
970,Had,Dstarstar_res,NoTau,NoTau
971,Dstarstar_res,Dstarstar_res,NoTau,NoTau
972,Dstarl,Dl,NoTau,NoTau
973,Had,Dstarstar_res,NoTau,NoTau
974,Had,Had,NoTau,NoTau
975,Dtau,Dstarl,tau_h,NoTau
976,Dstarl,Dstarl,NoTau,NoTau
977,Dstarl,Dtau,NoTau,tau_h
978,Had,Dstarl,NoTau,NoTau
979,Dstarl,Had,NoTau,NoTau
980,Dstarstar_res,Dl,NoTau,NoTau
981,Dstarl,Had,NoTau,NoTau
982,Had,Dstarstar_res,NoTau,NoTau
983,Dstarl,Dstartau,NoTau,tau_mu
984,Had,Dstarstar_res,NoTau,NoTau
985,Dstarstar_res,Dstarstar_res,NoTau,NoTau
986,Dstarstar_res,Dstarl,NoTau,NoTau
987,Had,Had,NoTau,NoTau
988,Dstarstar_res,Had,NoTau,NoTau
989,Dstarl,Had,NoTau,NoTau
990,Had,Dl,NoTau,NoTau
991,Dstarl,Dstarl,NoTau,NoTau
992,Dl,Dstarl,NoTau,NoTau
993,Had,Dstarstar_res,NoTau,NoTau
994,Had,Dstarl,NoTau,NoTau
995,Had,Dstarl,NoTau,NoTau
996,Dstarl,Dstarl,NoTau,NoTau
997,Had,Had,NoTau,NoTau
998,Had,Had,NoTau,NoTau
999,Dl,Had,NoTau,NoTau
1000,Had,Dstarl,NoTau,NoTau
1001,Dstarl,Dstarl,NoTau,NoTau
1002,Had,Had,NoTau,NoTau
1003,Dl,Had,NoTau,NoTau
1004,Dstarl,Had,NoTau,NoTau
1005,Dstarl,Dl,NoTau,NoTau
1006,Dstarl,Had,NoTau,NoTau
1007,Had,Dstarl,NoTau,NoTau
1008,Had,Dl,NoTau,NoTau
1009,Dstarl,Had,NoTau,NoTau
1010,Dstarstar_res,Dstarl,NoTau,NoTau
1011,Dstarstar_nonres,Dstarl,NoTau,NoTau
1012,Had,Dstarl,NoTau,NoTau
1013,Had,Dstarl,NoTau,NoTau
1014,Dstarl,Dstarl,NoTau,NoTau
1015,Dl,Dstarstar_res,NoTau,NoTau
1016,Dstarl,Had,NoTau,NoTau
1017,Dl,Dstarl,NoTau,NoTau
1018,Dl,Dstarl,NoTau,NoTau
1019,Had,Had,NoTau,NoTau
1020,Had,Dstarstar_res,NoTau,NoTau
1021,Had,Had,NoTau,NoTau
1022,Dstarl,Dstarl,NoTau,NoTau
1023,Had,Dstarstar_res,NoTau,NoTau
1024,Dstarstar_res,Dl,NoTau,NoTau
1025,Had,Had,NoTau,NoTau
1026,Dstarl,Dl,NoTau,NoTau
1027,Dstarl,Had,NoTau,NoTau
1028,Dstarstar_res,SL,NoTau,NoTau
1029,Had,Had,NoTau,NoTau
1030,Dstarstar_res,Dstarl,NoTau,NoTau
1031,Had,Had,NoTau,NoTau
1032,Had,Had,NoTau,NoTau
1033,Dstarl,Had,NoTau,NoTau
1034,Dstarstar_res,Had,NoTau,NoTau
1035,Dl,Had,NoTau,NoTau
1036,Had,Had,NoTau,NoTau
1037,Had,Had,NoTau,NoTau
1038,Dl,Dstarl,NoTau,NoTau
1039,Had,Dstartau,NoTau,tau_h
1040,Dstarl,Had,NoTau,NoTau
1041,Dstarl,Dstarstar_res,NoTau,NoTau
1042,Dstarl,Dstarl,NoTau,NoTau
1043,Had,Dstarl,NoTau,NoTau
1044,Had,Had,NoTau,NoTau
1045,Dstarl,Had,NoTau,NoTau
1046,Dstarl,Had,NoTau,NoTau
1047,Dstarl,Had,NoTau,NoTau
1048,Dstarl,Dstarl,NoTau,NoTau
1049,Dstarl,Had,NoTau,NoTau
1050,Dl,Dstarl,NoTau,NoTau
1051,Dstarl,Dstarl,NoTau,NoTau
1052,Dl,Dstarstar_res,NoTau,NoTau
1053,Dstartau,Had,tau_h,NoTau
1054,Dl,Dstarl,NoTau,NoTau
1055,Dstarl,Had,NoTau,NoTau
1056,Had,Dstarl,NoTau,NoTau
1057,Dstarl,Had,NoTau,NoTau
1058,Dstarstar_res,Had,NoTau,NoTau
1059,Dstarl,Had,NoTau,NoTau
1060,Had,Had,NoTau,NoTau
1061,Had,Had,NoTau,NoTau
1062,Dstarl,Dtau,NoTau,tau_h
1063,Dstarl,Dstarstar_res,NoTau,NoTau
1064,Had,Dstarl,NoTau,NoTau
1065,Had,Dstarl,NoTau,NoTau
1066,Dstarl,Dstarl,NoTau,NoTau
1067,Dstarl,Dstarstar_res,NoTau,NoTau
1068,Dstarl,Had,NoTau,NoTau
1069,Dstarl,Dl,NoTau,NoTau
1070,Dstarl,Had,NoTau,NoTau
1071,Had,Had,NoTau,NoTau
1072,Had,Had,NoTau,NoTau
1073,Dstarl,Dl,NoTau,NoTau
1074,Dstarstar_res,Had,NoTau,NoTau
1075,Had,Dstarl,NoTau,NoTau
1076,Had,Dstarl,NoTau,NoTau
1077,Dstarl,Had,NoTau,NoTau
1078,Dl,Dstarl,NoTau,NoTau
1079,Had,Had,NoTau,NoTau
1080,Dstarstar_res,Dstarl,NoTau,NoTau
1081,Dstarstar_res,Dl,NoTau,NoTau
1082,Dl,Had,NoTau,NoTau
1083,Had,Had,NoTau,NoTau
1084,Dstarl,Had,NoTau,NoTau
1085,Had,Dstarl,NoTau,NoTau
1086,Dstarl,Dstarl,NoTau,NoTau
1087,Had,Had,NoTau,NoTau
1088,Dstarl,Dl,NoTau,NoTau
1089,Dl,Dstarl,NoTau,NoTau
1090,Dstarl,Dl,NoTau,NoTau
1091,Dstarl,Dstartau,NoTau,tau_h
1092,Dstarl,Dstarl,NoTau,NoTau
1093,Dstarl,Dstarl,NoTau,NoTau
1094,Dstarl,Had,NoTau,NoTau
1095,Dstarl,Had,NoTau,NoTau
1096,Had,Dstarl,NoTau,NoTau
1097,Dstarl,Dstarl,NoTau,NoTau
1098,Dstartau,Had,tau_h,NoTau
1099,Dl,Had,NoTau,NoTau
1100,Had,Dstarl,NoTau,NoTau
1101,Dl,Had,NoTau,NoTau
1102,Dl,Had,NoTau,NoTau
1103,Had,Dl,NoTau,NoTau
1104,Dstarl,Dstarl,NoTau,NoTau
1105,Dstarl,Had,NoTau,NoTau
1106,Dstarl,Had,NoTau,NoTau
1107,Had,Had,NoTau,NoTau
1108,Dl,Had,NoTau,NoTau
1109,Dl,Dstarl,NoTau,NoTau
1110,Dl,Had,NoTau,NoTau
1111,Had,Had,NoTau,NoTau
1112,Dstarl,Had,NoTau,NoTau
1113,Had,Dstarstar_res,NoTau,NoTau
1114,Had,Dstarl,NoTau,NoTau
1115,Dstarl,Dstarl,NoTau,NoTau
1116,Dstarl,Dl,NoTau,NoTau
1117,Dstarstar_res,Dstarl,NoTau,NoTau
1118,Dstarl,Had,NoTau,NoTau
1119,Had,Dl,NoTau,NoTau
1120,Dstarl,Dstarstar_res,NoTau,NoTau
1121,Had,Dstarl,NoTau,NoTau
1122,Dstarl,Dtau,NoTau,tau_h
1123,Had,Had,NoTau,NoTau
1124,Dstarl,Had,NoTau,NoTau
1125,Had,Dstarl,NoTau,NoTau
1126,Dstarl,Had,NoTau,NoTau
1127,Dstarl,Had,NoTau,NoTau
1128,Dstarl,Dstarstar_res,NoTau,NoTau
1129,Dl,Dl,NoTau,NoTau
1130,Had,Had,NoTau,NoTau
1131,Dstarl,Dstarl,NoTau,NoTau
1132,Dstarl,Dstarstar_nonres,NoTau,NoTau
1133,Had,Dstarl,NoTau,NoTau
1134,Had,Dl,NoTau,NoTau
1135,Dstarl,Had,NoTau,NoTau
1136,Dstarstar_res,Dstarstar_res,NoTau,NoTau
1137,Dstarl,Dstarl,NoTau,NoTau
1138,Dstarl,Dstarl,NoTau,NoTau
1139,Had,Dstarl,NoTau,NoTau
1140,Dstarstar_res,Dstarl,NoTau,NoTau
1141,Dstarl,Had,NoTau,NoTau
1142,Dl,Had,NoTau,NoTau
1143,Dstarl,Dstarl,NoTau,NoTau
1144,Had,Dl,NoTau,NoTau
1145,Had,Had,NoTau,NoTau
1146,Dstarstar_res,Had,NoTau,NoTau
1147,Dstarl,Dstartau,NoTau,tau_mu
1148,Dl,Dstarstar_res,NoTau,NoTau
1149,Had,Had,NoTau,NoTau
1150,Dl,Dstarstar_res,NoTau,NoTau
1151,Had,Dstarstar_res,NoTau,NoTau
1152,Dstarl,Dl,NoTau,NoTau
1153,Had,Dl,NoTau,NoTau
1154,Had,Dstarstar_res,NoTau,NoTau
1155,Dstarl,Dstarstar_res,NoTau,NoTau
1156,Had,Dstarstar_res,NoTau,NoTau
1157,Dstarstar_res,Had,NoTau,NoTau
1158,Dstarl,Had,NoTau,NoTau
1159,Dstarl,Had,NoTau,NoTau
1160,Had,Dl,NoTau,NoTau
1161,Dstarl,Dstarl,NoTau,NoTau
1162,Had,Had,NoTau,NoTau
1163,Dstarl,Had,NoTau,NoTau
1164,Dstarl,Dstarl,NoTau,NoTau
1165,Dstartau,Dstarl,tau_h,NoTau
1166,Dstarl,Dstarl,NoTau,NoTau
1167,Dl,Dstarl,NoTau,NoTau
1168,Had,Dstarstar_res,NoTau,NoTau
1169,Dstarl,Dstarl,NoTau,NoTau
1170,Dstarl,Had,NoTau,NoTau
1171,Dstarl,Dstarl,NoTau,NoTau
1172,Had,Dl,NoTau,NoTau
1173,Dstarl,Had,NoTau,NoTau
1174,Dstarstar_nonres,Dstarl,NoTau,NoTau
1175,Dstarstar_res,Had,NoTau,NoTau
1176,Had,Dstarstar_res,NoTau,NoTau
1177,Had,Dstarstar_res,NoTau,NoTau
1178,Dl,Had,NoTau,NoTau
1179,Dstarstar_res,Had,NoTau,NoTau
1180,Dstarl,Had,NoTau,NoTau
1181,Dstarl,Dstarl,NoTau,NoTau
1182,Dtau,Had,tau_h,NoTau
1183,Dstarl,Dl,NoTau,NoTau
1184,Dl,Dstarl,NoTau,NoTau
1185,Dstarstar_res,Had,NoTau,NoTau
1186,Had,Had,NoTau,NoTau
1187,Dstarl,Had,NoTau,NoTau
1188,Dl,Had,NoTau,NoTau
1189,Had,Dstarl,NoTau,NoTau
1190,Dstarstar_nonres,Had,NoTau,NoTau
1191,Dstarl,Dl,NoTau,NoTau
1192,Dstarl,Had,NoTau,NoTau
1193,Dstarl,Had,NoTau,NoTau
1194,Had,Dstartau,NoTau,tau_h
1195,Had,Had,NoTau,NoTau
1196,Had,Dstarstar_res,NoTau,NoTau
1197,Had,Dstarstar_res,NoTau,NoTau
1198,Dstarl,Dstarl,NoTau,NoTau
1199,Had,Dl,NoTau,NoTau
1200,Had,Dl,NoTau,NoTau
1201,Dstarl,Dstarl,NoTau,NoTau
1202,Had,Dstarstar_res,NoTau,NoTau
1203,Had,Had,NoTau,NoTau
1204,Dstarl,Had,NoTau,NoTau
1205,Dl,Had,NoTau,NoTau
1206,Dstarstar_res,Had,NoTau,NoTau
1207,Dstarl,Had,NoTau,NoTau
1208,Dstarl,Dstarl,NoTau,NoTau
1209,Dstarl,Had,NoTau,NoTau
1210,Dstarstar_res,Had,tau_h,NoTau
1211,Dl,Had,NoTau,NoTau
1212,Dstarl,Dstarstar_res,NoTau,NoTau
1213,Had,Dl,NoTau,NoTau
1214,Had,Dstarstar_res,NoTau,NoTau
1215,Dstarl,Dstartau,NoTau,tau_e
1216,Dstarstar_res,Dstarstar_res,NoTau,NoTau
1217,Dstarl,Dstarl,NoTau,NoTau
1218,Had,Dl,NoTau,NoTau
1219,Dl,Had,NoTau,NoTau
1220,Dstarstar_res,Dstarl,NoTau,NoTau
1221,Dstarl,Dstarl,NoTau,NoTau
1222,Dstarl,Dstarl,NoTau,NoTau
1223,Dl,Dstarl,NoTau,NoTau
1224,Dstarl,Had,NoTau,NoTau
1225,Dl,Dstarstar_res,NoTau,NoTau
1226,Had,Dstarl,NoTau,NoTau
