eid,b1_mctype,b2_mctype,b1tau_mctype,b2tau_mctype
11366,Had,Dstarl,NoTau,NoTau
11367,Had,Had,NoTau,NoTau
11368,Dstarl,Dstarl,NoTau,NoTau
11369,Dstarl,Dstarl,NoTau,NoTau
11370,Dl,Had,NoTau,NoTau
11371,Dstarl,Had,NoTau,NoTau
11372,Had,Dl,NoTau,NoTau
11373,Dstarstar_nonres,Had,NoTau,NoTau
11374,Dstarstar_res,Had,NoTau,NoTau
11375,Dstarl,Had,NoTau,NoTau
11376,Had,Dstarl,NoTau,NoTau
11377,Dstarl,Dstarstar_res,NoTau,NoTau
11378,Had,Dl,NoTau,NoTau
11379,Had,Dstarl,NoTau,NoTau
11380,Dstarl,Had,NoTau,NoTau
11381,Had,Had,NoTau,NoTau
11382,Had,Dl,NoTau,NoTau
11383,Had,Dstarstar_res,NoTau,NoTau
11384,Dstarl,Dstarstar_res,NoTau,NoTau
11385,Had,Had,NoTau,NoTau
11386,Had,Dstarl,NoTau,NoTau
11387,Dstarstar_res,Dstarl,NoTau,NoTau
11388,Dstarl,Dstarstar_res,NoTau,NoTau
11389,Had,Had,NoTau,NoTau
11390,Dstarstar_res,Dstarl,NoTau,NoTau
11391,Had,Dstarl,NoTau,NoTau
11392,Had,Had,NoTau,NoTau
11393,Had,Dl,NoTau,NoTau
11394,Had,Dstarstar_res,NoTau,NoTau
11395,Had,Dstarl,NoTau,NoTau
11396,Had,Dstarstar_res,NoTau,NoTau
11397,Dl,Had,NoTau,NoTau
11398,Dstarl,Had,NoTau,NoTau
11399,Dstarl,Had,NoTau,NoTau
11400,Had,Had,NoTau,NoTau
11401,SL,Had,NoTau,NoTau
11402,Had,Dl,NoTau,NoTau
11403,Dstarl,Had,NoTau,NoTau
11404,Had,Had,NoTau,NoTau
11405,Dl,Had,NoTau,NoTau
11406,Had,Had,NoTau,NoTau
11407,SL,Dstarstar_res,NoTau,NoTau
11408,Had,Dl,NoTau,NoTau
11409,Had,Dstarstar_res,NoTau,NoTau
11410,Dstarl,Dstarl,NoTau,NoTau
11411,Had,Dstarl,NoTau,NoTau
11412,Had,Dl,NoTau,NoTau
11413,Dl,Had,NoTau,NoTau
11414,Had,Dstarstar_nonres,NoTau,NoTau
11415,Dl,Had,NoTau,NoTau
11416,Dstarl,Dstartau,NoTau,tau_h
11417,Had,Dstarstar_nonres,NoTau,NoTau
11418,Dstarl,Dl,NoTau,NoTau
11419,Dstarl,Had,NoTau,NoTau
11420,Dstarl,Dstarl,NoTau,NoTau
11421,Had,Dstarl,NoTau,NoTau
11422,Had,Dstarl,NoTau,NoTau
11423,Had,Had,NoTau,NoTau
11424,Dstarstar_res,Dstarl,NoTau,NoTau
11425,Had,Dstarl,NoTau,NoTau
11426,Dl,Had,NoTau,NoTau
11427,Dl,Dl,NoTau,NoTau
11428,Dstarstar_res,Had,NoTau,NoTau
11429,Had,Dstarl,NoTau,NoTau
11430,Had,Had,NoTau,NoTau
11431,Had,Dstarl,NoTau,NoTau
11432,Had,Dstartau,NoTau,tau_mu
11433,Dstarl,Dstarstar_nonres,NoTau,NoTau
11434,Had,Dstarstar_res,NoTau,NoTau
11435,Had,Had,NoTau,NoTau
11436,Had,Dl,NoTau,NoTau
11437,Had,Had,NoTau,NoTau
11438,Had,Dstarstar_nonres,NoTau,NoTau
11439,Dstarstar_res,Dl,NoTau,NoTau
11440,Had,Dstarl,NoTau,NoTau
11441,Dl,Had,NoTau,NoTau
11442,Dl,Had,NoTau,NoTau
11443,Had,Dstarl,NoTau,NoTau
11444,Dstarstar_res,Had,NoTau,NoTau
11445,Had,Had,NoTau,NoTau
11446,Had,Had,NoTau,NoTau
11447,Had,Had,NoTau,NoTau
11448,Had,Dstarstar_res,NoTau,NoTau
11449,Dl,Had,NoTau,NoTau
11450,Had,Dstarl,NoTau,NoTau
11451,Dstarl,Dl,NoTau,NoTau
11452,Had,Had,NoTau,NoTau
11453,Dstarl,Dstarl,NoTau,NoTau
11454,Had,Had,NoTau,NoTau
11455,Dstarstar_res,Dstarl,NoTau,NoTau
11456,Dstarl,Had,NoTau,NoTau
11457,Dstarl,Dl,NoTau,NoTau
11458,Dstarl,Had,NoTau,NoTau
11459,Dstarl,Had,NoTau,NoTau
11460,Had,Had,NoTau,NoTau
11461,Dl,Dstarstar_res,NoTau,NoTau
11462,Had,Dl,NoTau,NoTau
11463,Dstarl,Had,NoTau,NoTau
11464,Had,Dstarl,NoTau,NoTau
11465,Dstarstar_res,Dstarstar_res,NoTau,NoTau
11466,Had,Dstarl,NoTau,NoTau
11467,Dstarl,Dstarl,NoTau,NoTau
11468,Had,Dl,NoTau,NoTau
11469,Dstarl,Had,NoTau,NoTau
11470,Dl,Had,NoTau,NoTau
11471,Had,Dstartau,NoTau,tau_h
11472,Dl,Dstarl,NoTau,NoTau
11473,Dstarstar_res,Dstarl,NoTau,NoTau
11474,Dstarl,Dstarl,NoTau,NoTau
11475,Dstarl,Had,NoTau,NoTau
11476,Dstarl,Had,NoTau,NoTau
11477,Had,Dstarl,NoTau,NoTau
11478,Dstarl,Dl,NoTau,NoTau
11479,Dstarstar_res,Had,NoTau,NoTau
11480,Dstarl,Had,NoTau,NoTau
11481,Dstarstar_res,Dl,NoTau,NoTau
11482,Dstarstar_nonres,Had,NoTau,NoTau
11483,Had,Dl,NoTau,NoTau
11484,Had,Dl,NoTau,NoTau
11485,Had,Dl,NoTau,NoTau
11486,Dstarstar_res,Had,NoTau,NoTau
11487,Had,Dstarstar_res,NoTau,NoTau
11488,Dstarstar_nonres,Dl,NoTau,NoTau
11489,Dstarl,Dstarl,NoTau,NoTau
11490,Had,Had,NoTau,NoTau
11491,Dstarl,Had,NoTau,NoTau
11492,Had,Had,NoTau,NoTau
11493,Had,Had,NoTau,NoTau
11494,Dl,Had,NoTau,NoTau
11495,Dstarl,Dstarstar_res,NoTau,NoTau
11496,Had,Dl,NoTau,NoTau
11497,Dl,Had,NoTau,NoTau
11498,Dstarl,Dstarl,NoTau,NoTau
11499,Had,Had,NoTau,NoTau
11500,Had,Dl,NoTau,NoTau
11501,Dstarl,Dl,NoTau,NoTau
11502,Dstarstar_res,Had,tau_h,NoTau
11503,Dstarl,Had,NoTau,NoTau
11504,Dstarl,Dl,NoTau,NoTau
11505,Dstarl,Had,NoTau,NoTau
11506,Had,Had,NoTau,NoTau
11507,Dstarl,Dstarl,NoTau,NoTau
11508,Dstarl,Had,NoTau,NoTau
11509,Had,Dstarl,NoTau,NoTau
11510,Dstarl,Had,NoTau,NoTau
11511,Dstarl,Had,NoTau,NoTau
11512,Dl,Dl,NoTau,NoTau
11513,Had,Had,NoTau,NoTau
11514,Had,Dstarl,NoTau,NoTau
11515,Dstarl,Dl,NoTau,NoTau
11516,Dl,Had,NoTau,NoTau
11517,Dstartau,Dstarl,tau_h,NoTau
11518,Had,Had,NoTau,NoTau
11519,Dstarl,Dstarl,NoTau,NoTau
11520,Had,Dstarstar_res,NoTau,NoTau
11521,Dstarl,Had,NoTau,NoTau
11522,Had,Dstarl,NoTau,NoTau
11523,Dl,Had,NoTau,NoTau
11524,Dstarl,Had,NoTau,NoTau
11525,Had,Had,NoTau,NoTau
11526,Dl,Had,NoTau,NoTau
11527,Dtau,Dstarl,tau_mu,NoTau
11528,Had,Dl,NoTau,NoTau
11529,Dstarl,Dstarl,NoTau,NoTau
11530,Dstarl,Dstarl,NoTau,NoTau
11531,Had,Dstarl,NoTau,NoTau
11532,Dstarstar_res,Dl,NoTau,NoTau
11533,Dstarl,Had,NoTau,NoTau
11534,Had,SL,NoTau,tau_mu
11535,Had,Had,NoTau,NoTau
11536,Had,Dstarl,NoTau,NoTau
11537,Had,Dstarl,NoTau,NoTau
11538,Had,Dstarstar_res,NoTau,NoTau
11539,Had,Dstarl,NoTau,NoTau
11540,Had,SL,NoTau,NoTau
11541,Dstarl,Dstarstar_nonres,NoTau,NoTau
11542,Dstarstar_res,Had,tau_h,NoTau
11543,Had,Dstarl,NoTau,NoTau
11544,Dl,Had,NoTau,NoTau
11545,Dstarstar_res,Dstarstar_res,NoTau,NoTau
11546,Dstarl,Had,NoTau,NoTau
11547,Dstarl,Dtau,NoTau,tau_e
11548,Had,Had,NoTau,NoTau
11549,Dstarstar_res,Dstarl,NoTau,NoTau
11550,Dstarstar_res,Dstarl,NoTau,NoTau
11551,Dstarl,Dstarl,NoTau,NoTau
11552,Had,Had,NoTau,NoTau
11553,Had,Dstarstar_res,NoTau,NoTau
11554,Had,Dl,NoTau,NoTau
11555,Dstarl,Had,NoTau,NoTau
11556,Dl,Dl,NoTau,NoTau
11557,Had,Dstarstar_nonres,NoTau,NoTau
11558,Had,Had,NoTau,NoTau
11559,Had,Had,NoTau,NoTau
11560,Dstarl,Dstarl,NoTau,NoTau
11561,Dstarl,Dl,NoTau,NoTau
11562,Dl,Had,NoTau,NoTau
11563,Dstarstar_res,Had,NoTau,NoTau
11564,Dstarl,Had,NoTau,NoTau
11565,Dstarl,Had,NoTau,NoTau
11566,Dstarl,Had,NoTau,NoTau
11567,Dstarstar_res,Dstarl,NoTau,NoTau
11568,Had,Dstarl,NoTau,NoTau
11569,Had,Dstarstar_res,NoTau,NoTau
11570,Dstarl,Had,NoTau,NoTau
11571,Had,Had,NoTau,NoTau
11572,Had,Had,NoTau,NoTau
11573,Dstarl,Dstarstar_res,NoTau,NoTau
11574,Dstarstar_res,Dstarl,NoTau,NoTau
11575,Dstarl,Dstarl,NoTau,NoTau
11576,Dstarl,Had,NoTau,NoTau
11577,Dstarl,Dl,NoTau,NoTau
11578,Dstartau,Had,tau_h,NoTau
11579,Dstarstar_res,Dstarstar_nonres,NoTau,NoTau
11580,Had,Had,NoTau,NoTau
11581,Had,Dl,NoTau,NoTau
11582,Dstarstar_res,Dstarl,tau_h,NoTau
11583,Dl,Dstarstar_res,NoTau,NoTau
11584,Had,Dstarstar_res,NoTau,NoTau
11585,Dtau,Dstarl,tau_h,NoTau
11586,Dstarl,Dstarstar_nonres,NoTau,NoTau
11587,Had,Dl,NoTau,NoTau
11588,Had,Dstarl,NoTau,NoTau
11589,Had,Dstarstar_res,NoTau,NoTau
11590,Had,Had,NoTau,NoTau
11591,Dstarl,Dstarstar_nonres,NoTau,NoTau
11592,Had,Dstarl,NoTau,NoTau
11593,Dstarl,Had,NoTau,NoTau
11594,Had,Had,NoTau,NoTau
11595,Dstarl,Dstarl,NoTau,NoTau
11596,Dstarstar_res,Had,NoTau,NoTau
11597,Dstarl,Dstarl,NoTau,NoTau
11598,Had,Dstarl,NoTau,NoTau
11599,Had,Dstarstar_nonres,NoTau,NoTau
11600,Dstarl,Had,NoTau,NoTau
11601,Dstarl,Had,NoTau,NoTau
11602,Had,Dl,NoTau,NoTau
11603,Had,Dstarl,NoTau,NoTau
11604,Dl,Dstarl,NoTau,NoTau
11605,Dstarl,Dstarl,NoTau,NoTau
11606,Had,Had,NoTau,NoTau
11607,Dstarl,Had,NoTau,NoTau
11608,Dstarstar_res,Dstarstar_nonres,NoTau,NoTau
11609,Dstarstar_res,Dstarl,NoTau,NoTau
11610,Dl,Dstartau,NoTau,tau_h
11611,Dstarl,Had,NoTau,NoTau
11612,Dstarl,Dstarl,NoTau,NoTau
11613,Dstarstar_nonres,Had,NoTau,NoTau
11614,Dstarl,Had,NoTau,NoTau
11615,Had,Dstarl,NoTau,NoTau
11616,Had,Dl,NoTau,NoTau
11617,Had,Dstarl,NoTau,NoTau
11618,Had,Dstarl,NoTau,NoTau
11619,Dl,Had,NoTau,NoTau
11620,Dstarstar_res,Dstarstar_res,NoTau,NoTau
11621,Dstarl,Had,NoTau,NoTau
11622,Had,Had,NoTau,NoTau
11623,Dstarl,Had,NoTau,NoTau
11624,Had,Dstarl,NoTau,NoTau
11625,Dl,Had,NoTau,NoTau
11626,Had,Dstarl,NoTau,NoTau
11627,Had,Had,NoTau,NoTau
11628,Dstarl,Dstarl,NoTau,NoTau
11629,Had,Had,NoTau,NoTau
11630,Had,Dstarstar_res,NoTau,tau_h
11631,Dstarl,Dstarl,NoTau,NoTau
11632,Had,Dstarstar_nonres,NoTau,NoTau
11633,Dl,Dstarl,NoTau,NoTau
11634,Dl,Dstarstar_res,NoTau,NoTau
11635,Dstarstar_res,Had,NoTau,NoTau
11636,Had,Had,NoTau,NoTau
11637,Had,Had,NoTau,NoTau
11638,Dstarl,Dl,NoTau,NoTau
11639,Had,Dstarl,NoTau,NoTau
11640,Had,Dstarl,NoTau,NoTau
11641,Dstarstar_res,Had,tau_h,NoTau
11642,Dstarl,Dstarstar_nonres,NoTau,NoTau
11643,Had,Dstarl,NoTau,NoTau
11644,Dstarl,Dstarl,NoTau,NoTau
11645,Dstarl,Dstarl,NoTau,NoTau
11646,Had,Dstarl,NoTau,NoTau
11647,Had,Had,NoTau,NoTau
11648,Dstarstar_res,Had,NoTau,NoTau
11649,Dstarl,Dstarl,NoTau,NoTau
11650,Dl,Had,NoTau,NoTau
11651,Had,Dl,NoTau,NoTau
11652,Dstarstar_nonres,Dstarstar_res,NoTau,NoTau
11653,Dstarl,Dstarl,NoTau,NoTau
11654,Dstartau,Dstarl,tau_h,NoTau
11655,Had,Dl,NoTau,NoTau
11656,Dl,Had,NoTau,NoTau
11657,Had,Had,NoTau,NoTau
11658,Had,Had,NoTau,NoTau
11659,Dstarl,Dstarl,NoTau,NoTau
11660,Had,Dstarstar_res,NoTau,tau_h
11661,Had,Had,NoTau,NoTau
11662,Dstartau,Dstarstar_res,tau_h,NoTau
11663,Dl,Dstarl,NoTau,NoTau
11664,Had,Dstarl,NoTau,NoTau
11665,Dstarl,Had,NoTau,NoTau
11666,Had,Dstarl,NoTau,NoTau
11667,Had,Dstarstar_res,NoTau,NoTau
11668,Dstarl,Had,NoTau,NoTau
11669,Dl,Had,NoTau,NoTau
11670,Dl,Had,NoTau,NoTau
11671,Dstarl,Dstarl,NoTau,NoTau
11672,Had,Had,NoTau,NoTau
11673,Had,Dstarl,NoTau,NoTau
11674,Dstarstar_res,Dstarl,NoTau,NoTau
11675,Dl,Had,NoTau,NoTau
11676,Dstarstar_res,Dstarl,tau_e,NoTau
11677,Dstarl,Had,NoTau,NoTau
11678,Had,Dl,NoTau,NoTau
11679,Had,Dstarl,NoTau,NoTau
11680,Had,Dstarstar_res,NoTau,NoTau
11681,Dstarl,Dstarstar_res,NoTau,NoTau
11682,Dstarstar_res,Dstarl,NoTau,NoTau
11683,Dstarl,Dstarl,NoTau,NoTau
11684,Had,Dstarl,NoTau,NoTau
11685,Had,Had,NoTau,NoTau
11686,Dstarl,Had,NoTau,NoTau
11687,Dstarl,Dstarstar_res,NoTau,NoTau
11688,Dstarl,Dstarstar_res,NoTau,NoTau
11689,Dstarstar_res,Had,tau_mu,NoTau
11690,Dstarl,Had,NoTau,NoTau
11691,Dstarl,Dl,NoTau,NoTau
11692,Had,Dstarl,NoTau,NoTau
11693,Had,Dstarl,NoTau,NoTau
11694,Had,Dstarstar_res,NoTau,NoTau
11695,Dl,Dstarl,NoTau,NoTau
11696,Had,Dstarl,NoTau,NoTau
11697,Had,Dstarl,NoTau,NoTau
11698,Dstarstar_res,Dl,NoTau,NoTau
11699,Dstarl,Dstarl,NoTau,NoTau
11700,Dl,Dstarl,NoTau,NoTau
11701,Had,Dstarstar_res,NoTau,NoTau
11702,Dstartau,Had,tau_mu,NoTau
11703,Dl,Had,NoTau,NoTau
11704,Dstarl,Dstarl,NoTau,NoTau
11705,Had,Dstarl,NoTau,NoTau
11706,Had,Had,NoTau,NoTau
11707,Dstarstar_res,Dstarstar_res,NoTau,NoTau
11708,Had,Had,NoTau,NoTau
11709,Had,Had,NoTau,NoTau
11710,Dstarl,Had,NoTau,NoTau
11711,Dstarl,Had,NoTau,NoTau
11712,Had,Had,NoTau,NoTau
11713,Had,Had,NoTau,NoTau
11714,Had,Dstarl,NoTau,NoTau
11715,Dstarstar_res,Had,NoTau,NoTau
11716,Dstarstar_res,Dl,NoTau,NoTau
11717,Dl,Had,NoTau,NoTau
11718,Had,Dstarl,NoTau,NoTau
11719,Dstarl,Had,NoTau,NoTau
11720,Had,Dstarl,NoTau,NoTau
11721,Had,Dstarl,NoTau,NoTau
11722,Dl,Had,NoTau,NoTau
11723,Dstarl,Had,NoTau,NoTau
11724,Had,Dstarl,NoTau,NoTau
11725,Had,Dstarl,NoTau,NoTau
11726,Dstarl,Dstarl,NoTau,NoTau
11727,Dstarstar_res,Dstarl,NoTau,NoTau
11728,Had,Had,NoTau,NoTau
11729,Had,Had,NoTau,NoTau
11730,Dstarl,Dstarl,NoTau,NoTau
11731,Dl,Dstarl,NoTau,NoTau
11732,Had,Dstarl,NoTau,NoTau
11733,Dstarl,Had,NoTau,NoTau
11734,Dstarl,Dstarl,NoTau,NoTau
11735,Had,Had,NoTau,NoTau
11736,Dstarl,Had,NoTau,NoTau
11737,Dstarl,Dl,NoTau,NoTau
11738,Dstarl,Had,NoTau,NoTau
11739,Dstarl,Dstarstar_res,NoTau,NoTau
11740,Dstarl,Dstarl,NoTau,NoTau
11741,Had,Had,NoTau,NoTau
11742,Had,SL,NoTau,NoTau
11743,Had,Dstartau,NoTau,tau_e
11744,Dstarl,Dl,NoTau,NoTau
11745,Dstarl,Had,NoTau,NoTau
11746,Dstarl,Had,NoTau,NoTau
11747,Had,Dstarl,NoTau,NoTau
11748,Had,Dl,NoTau,NoTau
11749,Dstartau,Dstarstar_res,tau_mu,NoTau
11750,Had,Dstarl,NoTau,NoTau
11751,Had,Dstarl,NoTau,NoTau
11752,Dl,Dl,NoTau,NoTau
11753,Had,Dstarl,NoTau,NoTau
11754,Dl,Had,NoTau,NoTau
11755,Had,Had,NoTau,NoTau
11756,Dstarl,Dstarstar_res,NoTau,NoTau
11757,Dstarl,Dstarstar_res,NoTau,NoTau
11758,Had,Dl,NoTau,NoTau
11759,Had,Dstarl,NoTau,NoTau
11760,Had,Dstarl,NoTau,NoTau
11761,Had,Dstarl,NoTau,NoTau
11762,Dstarl,Had,NoTau,NoTau
11763,Dl,Dstarl,NoTau,NoTau
11764,Dstarl,Dstarstar_res,NoTau,NoTau
11765,Dstarl,Dstarl,NoTau,NoTau
11766,Dl,Had,NoTau,NoTau
11767,Had,Had,NoTau,NoTau
11768,Had,Dstarstar_res,NoTau,NoTau
11769,Dstarl,Dl,NoTau,NoTau
11770,Dstarl,Dl,NoTau,NoTau
11771,Had,Dstarstar_nonres,NoTau,NoTau
11772,Dstarstar_res,Dstarl,NoTau,NoTau
11773,Dl,Had,NoTau,NoTau
11774,Dstarl,Dstarstar_res,NoTau,NoTau
11775,Dstarl,Dstarl,NoTau,NoTau
11776,Dstarl,Dstarl,NoTau,NoTau
11777,Had,Dl,NoTau,NoTau
11778,Dstarl,Dstarl,NoTau,NoTau
11779,Had,Dstarstar_res,NoTau,NoTau
11780,Had,Dstarstar_res,NoTau,tau_h
11781,Dl,Had,NoTau,NoTau
11782,Dstarl,Dstarl,NoTau,NoTau
11783,Dstarl,Dstarl,NoTau,NoTau
11784,Dstarl,Dtau,NoTau,tau_h
11785,Dstarl,Dstarl,NoTau,NoTau
11786,Had,Dstarl,NoTau,NoTau
11787,Dstarl,Had,NoTau,NoTau
11788,Dstarl,Dstarl,NoTau,NoTau
11789,Dstarstar_res,Had,NoTau,NoTau
11790,Dl,Dstarl,NoTau,NoTau
11791,Had,Had,NoTau,NoTau
11792,Dstarl,Dstarl,NoTau,NoTau
11793,Dstarstar_nonres,Had,NoTau,NoTau
11794,Had,Dstarl,NoTau,NoTau
11795,Had,Dl,NoTau,NoTau
11796,Had,Dstarl,NoTau,NoTau
11797,Dstarl,Had,NoTau,NoTau
11798,Dl,Had,NoTau,NoTau
11799,Dstarl,Had,NoTau,NoTau
11800,Dl,Had,NoTau,NoTau
11801,Dl,Dstarl,NoTau,NoTau
11802,Had,SL,NoTau,NoTau
11803,Had,Had,NoTau,NoTau
11804,Dtau,Dstarl,tau_h,NoTau
11805,Dstarl,Dstarl,NoTau,NoTau
11806,Dstarl,Dstarl,NoTau,NoTau
11807,Had,Had,NoTau,NoTau
11808,Had,Dstarl,NoTau,NoTau
11809,Dl,Dstarl,NoTau,NoTau
11810,Dstarstar_res,Dstarl,NoTau,NoTau
11811,Dstarl,Had,NoTau,NoTau
11812,Had,Had,NoTau,NoTau
11813,Dstarl,Dstarstar_res,NoTau,NoTau
11814,Dl,Had,NoTau,NoTau
11815,Had,Dstarstar_nonres,NoTau,NoTau
11816,Had,Dstarl,NoTau,NoTau
11817,Dstarstar_nonres,Dstarstar_nonres,NoTau,NoTau
11818,Dstarstar_res,Had,NoTau,NoTau
11819,Dstarl,Dl,NoTau,NoTau
11820,Dl,Had,NoTau,NoTau
11821,Dstarl,Dstarl,NoTau,NoTau
11822,Dl,Had,NoTau,NoTau
11823,Had,Dl,NoTau,NoTau
11824,Dl,Had,NoTau,NoTau
11825,Had,Dstarl,NoTau,NoTau
11826,Dstarl,Dstarstar_res,NoTau,NoTau
11827,Dstarl,Dstarl,NoTau,NoTau
11828,Had,Dstarl,NoTau,NoTau
11829,Dstarl,Dl,NoTau,NoTau
11830,Dstarl,Had,NoTau,NoTau
11831,Dstarl,Had,NoTau,NoTau
11832,Dl,Dstarl,NoTau,NoTau
11833,Had,Dstarstar_res,NoTau,tau_h
11834,Had,Dstarstar_res,NoTau,NoTau
11835,Had,Dl,NoTau,NoTau
11836,Dstarstar_res,Had,NoTau,NoTau
11837,Had,Dstartau,NoTau,tau_h
11838,Had,Dstarl,NoTau,NoTau
11839,Dstarl,Had,NoTau,NoTau
11840,Dstarl,Had,NoTau,NoTau
11841,Dstarl,Had,NoTau,NoTau
11842,Had,Had,NoTau,NoTau
11843,Dstarstar_res,Had,NoTau,NoTau
11844,Dl,Had,NoTau,NoTau
11845,Dstarl,Dl,NoTau,NoTau
11846,Dl,Had,NoTau,NoTau
11847,Dstarl,Dl,NoTau,NoTau
11848,Had,Had,NoTau,NoTau
11849,Dstarl,Had,NoTau,NoTau
11850,Had,Had,NoTau,NoTau
11851,Had,Dstarl,NoTau,NoTau
11852,Dstarl,Dstarl,NoTau,NoTau
11853,Had,Dstarstar_res,NoTau,NoTau
11854,Dstarl,Dstarl,NoTau,NoTau
11855,Dl,Had,NoTau,NoTau
11856,Dstarstar_res,Dstarstar_res,tau_e,NoTau
11857,Had,Had,NoTau,NoTau
11858,Dl,Dl,NoTau,NoTau
11859,Had,Dstarl,NoTau,NoTau
11860,Dstarl,Dstarl,NoTau,NoTau
11861,Dstarstar_res,Had,NoTau,NoTau
11862,Dstarl,Dstarl,NoTau,NoTau
11863,Dstarl,Had,NoTau,NoTau
11864,Dl,Had,NoTau,NoTau
11865,Dstarstar_res,Had,NoTau,NoTau
11866,Had,Had,NoTau,NoTau
11867,Had,Dstarstar_res,NoTau,NoTau
11868,Dstarl,Dstarl,NoTau,NoTau
11869,Had,Dstarl,NoTau,NoTau
11870,Dstarl,Dstarstar_res,NoTau,NoTau
11871,Had,Dstarl,NoTau,NoTau
11872,Had,Had,NoTau,NoTau
11873,Had,Had,NoTau,NoTau
11874,Dstarl,Dstarstar_res,NoTau,NoTau
11875,Had,Had,NoTau,NoTau
11876,Dl,Dl,NoTau,NoTau
11877,Had,Had,NoTau,NoTau
11878,Had,Had,NoTau,NoTau
11879,Dstarl,Dstarl,NoTau,NoTau
11880,Had,Had,NoTau,NoTau
11881,Dstarstar_res,Dstarl,NoTau,NoTau
11882,Had,Dstarl,NoTau,NoTau
11883,Dl,Had,NoTau,NoTau
11884,Had,Had,NoTau,NoTau
11885,Dl,Had,NoTau,NoTau
11886,Had,Dstarl,NoTau,NoTau
11887,Dstarstar_res,Dstarl,NoTau,NoTau
11888,Had,Had,NoTau,NoTau
11889,SL,Had,NoTau,NoTau
11890,Dl,Dstarl,NoTau,NoTau
11891,Dstarstar_res,Dl,NoTau,NoTau
11892,Had,Dl,NoTau,NoTau
11893,Dstarstar_res,Had,NoTau,NoTau
11894,Dstarl,Dstarl,NoTau,NoTau
11895,Dstarl,Dstarl,NoTau,NoTau
11896,Dstarl,Dstarl,NoTau,NoTau
11897,Dl,Had,NoTau,NoTau
11898,Dstarl,Had,NoTau,NoTau
11899,Dstarl,Had,NoTau,NoTau
11900,Had,Dstarl,NoTau,NoTau
11901,Dl,Had,NoTau,NoTau
11902,Dstarl,Had,NoTau,NoTau
11903,Had,Had,NoTau,NoTau
11904,Dl,Dstarl,NoTau,NoTau
11905,Dstarstar_res,Had,NoTau,NoTau
11906,Had,Dstarl,NoTau,NoTau
11907,Had,Dstarl,NoTau,NoTau
11908,Had,Dstarl,NoTau,NoTau
11909,Had,Had,NoTau,NoTau
11910,Had,Dstarl,NoTau,NoTau
11911,Dstartau,Had,tau_h,NoTau
11912,Dl,Had,NoTau,NoTau
11913,Had,Had,NoTau,NoTau
11914,Dstarl,Had,NoTau,NoTau
11915,Dstarstar_res,Dl,NoTau,NoTau
11916,Dstarl,Had,NoTau,NoTau
11917,Dl,Had,NoTau,NoTau
11918,Had,Had,NoTau,NoTau
11919,Had,Had,NoTau,NoTau
11920,Dstarl,Had,NoTau,NoTau
11921,Dstarl,Had,NoTau,NoTau
11922,Had,Dl,NoTau,NoTau
11923,Had,Had,NoTau,NoTau
11924,Had,Had,NoTau,NoTau
11925,Dstarl,Had,NoTau,NoTau
11926,Had,Had,NoTau,NoTau
11927,Had,Dstarstar_res,NoTau,NoTau
11928,Had,Dtau,NoTau,tau_h
11929,Had,Dstarl,NoTau,NoTau
11930,Had,Had,NoTau,NoTau
11931,Had,Had,NoTau,NoTau
11932,Had,Dl,NoTau,NoTau
11933,Had,Dl,NoTau,NoTau
11934,Dstarstar_res,Had,NoTau,NoTau
11935,Dl,Had,NoTau,NoTau
11936,Had,Dstarl,NoTau,NoTau
11937,Dstarl,Had,NoTau,NoTau
11938,Dstarl,Had,NoTau,NoTau
11939,Dstarl,Dstarl,NoTau,NoTau
11940,Dstarl,Dstarstar_nonres,NoTau,NoTau
11941,Dstarl,Dstarstar_res,NoTau,NoTau
11942,Dstarstar_res,Had,NoTau,NoTau
11943,Dstarl,Dstarl,NoTau,NoTau
11944,Had,Dstarl,NoTau,NoTau
11945,Had,Dl,NoTau,NoTau
11946,Had,Dstarstar_res,NoTau,NoTau
11947,Had,Had,NoTau,NoTau
11948,Dstarl,Dstarstar_res,NoTau,tau_h
11949,Had,Dstarstar_res,NoTau,NoTau
11950,Had,Dstarl,NoTau,NoTau
11951,Had,Dstarstar_res,NoTau,NoTau
11952,Had,Dl,NoTau,NoTau
11953,Had,Dstarstar_res,NoTau,NoTau
11954,Dl,Had,NoTau,NoTau
11955,Dl,Dstarl,NoTau,NoTau
11956,Dl,Dstarstar_res,NoTau,NoTau
11957,Dstarl,Had,NoTau,NoTau
11958,Dstarstar_nonres,Dstarl,NoTau,NoTau
11959,Had,Had,NoTau,NoTau
11960,Had,Dl,NoTau,NoTau
11961,Had,Dstarl,NoTau,NoTau
11962,Dl,Had,NoTau,NoTau
11963,Dl,Dstarstar_res,NoTau,NoTau
11964,Dstarl,Had,NoTau,NoTau
11965,Dstarl,Had,NoTau,NoTau
11966,Had,Had,NoTau,NoTau
11967,Had,Had,NoTau,NoTau
11968,Dstarl,Had,NoTau,NoTau
11969,Had,Had,NoTau,NoTau
11970,Had,Had,NoTau,NoTau
11971,Dstarstar_nonres,Dstarl,NoTau,NoTau
11972,Dl,Dstarl,NoTau,NoTau
11973,Had,Dstartau,NoTau,tau_h
11974,Had,Dstarl,NoTau,NoTau
11975,Dstarl,Dstartau,NoTau,tau_h
11976,Dstartau,Dstarl,tau_h,NoTau
11977,Dtau,Had,tau_e,NoTau
11978,Dstarl,Had,NoTau,NoTau
11979,Dstarl,Had,NoTau,NoTau
